number_of_rooms,floor,area,address,date,price
3,6,80.0,33 мкр,25.01.2022 21:07,450000
5,1,72.0,Сино,25.01.2022 20:26,687000
2,1,52.0,Дусти,25.01.2022 20:24,420000
2,13,76.0,Опера,25.01.2022 20:21,475000
5,5,100.0,,25.01.2022 19:33,580000
3,1,65.0,Аэропорт,25.01.2022 19:20,734100
4,10,50,,25.01.2022 19:18,627000
3,3,77.0,33 мкр,25.01.2022 19:15,695000
3,9,96.0,Мехкалон,25.01.2022 19:07,800000
3,4,44.0,Филармония,25.01.2022 18:51,327700
1,1,35.0,Автоцентр,25.01.2022 18:48,165000
2,1,38.0,Филармония,25.01.2022 18:48,285000
2,1,31.0,46 мкр,25.01.2022 18:30,190000
3,1,63.0,н.Шохмансур 9 километр,25.01.2022 18:17,325000
2,4,55.0,Филармония,25.01.2022 18:10,520000
3,2,250.0,Рудаки,25.01.2022 18:05,200005
6,10,161.0,Ориентир Перекрёсток Ослиные Уши,25.01.2022 17:49,1092390
1,3,36.0,Сино,25.01.2022 17:48,363200
1,7,52.0,Шохмансур,25.01.2022 17:33,230000
3,3,80.0,Сино,25.01.2022 17:28,590000
5,7,124.0,Ориентир Новый Точиксодиротбанк,25.01.2022 17:24,912640
3,3,70.0,Шохмансур,25.01.2022 17:23,600000
2,17,65.0,Фирдавси,25.01.2022 17:06,300000
2,2,58.0,Сино,25.01.2022 16:53,363000
2,1,60.0,Фирдавси,25.01.2022 16:42,395000
2,9,70.0,Поворот Аэропорта,25.01.2022 16:41,504000
2,2,52.0,Шохмансур,25.01.2022 16:39,444600
2,9,42.0,,25.01.2022 16:36,370000
6,7,128.0,Ориентир Управление Противопожарной Службы,25.01.2022 16:34,942080
3,4,49.0,Фирдавси,25.01.2022 16:31,508500
2,10,67.0,Шохмансур,25.01.2022 16:31,400000
4,16,220.0,Исмоили Сомони,25.01.2022 16:23,1310000
3,11,78.0,Исмоили Сомони,25.01.2022 16:22,501000
3,9,88.0,МЖК,25.01.2022 16:21,735000
1,5,41.0,Ориентир Олимпийский Комитет,25.01.2022 16:18,317790
3,4,75.0,Сино,25.01.2022 16:10,455000
6,14,168.0,Проспект Айни,25.01.2022 16:06,1159200
6,18,162.0,Ориентир бывший Бизнес Центр SAS,25.01.2022 16:04,1117800
3,2,120.0,Ориентир - улица Нусратулло Максум,25.01.2022 15:58,1212100
3,2,64.0,Сино,25.01.2022 15:57,650000
2,12,84.0,Ориентир Гостиница Душанбе,25.01.2022 15:46,554480
4,16,118.0,ориентир Новый Точиксодиротбанк,25.01.2022 15:33,685340
2,6,82.0,Шохмансур,25.01.2022 15:27,796000
4,8,140.0,Ориентир Олимпийский Комитет,25.01.2022 15:27,1006320
5,6,138.0,Ориентир Гостиница Душанбе,25.01.2022 15:23,1039560
5,18,228.0,Ориентир Водоканал,25.01.2022 15:21,1573200
5,15,218.0,Перекрёсток Ослиные Уши,25.01.2022 15:19,1504200
1,13,62.0,,25.01.2022 15:14,535000
3,8,110.0,Ориентир Олимпийский Комитет,25.01.2022 15:04,790630
4,10,133.0,И. Сомони (Спартак),25.01.2022 15:02,1525000
6,15,182.0,Ориентир Гостиница Душанбе,25.01.2022 15:00,1088360
6,14,229.0,Ориентир Национальный Патентный Центр,25.01.2022 14:57,1580100
6,14,220.0,Ориентир Таджик Текстиль,25.01.2022 14:54,1518000
4,14,159.0,Ориентир Национальный Патентный Центр,25.01.2022 14:49,1097100
2,3,49.0,Фирдавси,25.01.2022 14:45,175000
6,12,194.0,Ориентир Гостиница Душанбе,25.01.2022 14:42,1260610
5,5,152.0,Ориентир Олимпийский Комитет,25.01.2022 14:35,1171160
3,8,80.0,101 мкр,25.01.2022 14:20,680000
2,2,48.0,Сино,25.01.2022 14:15,370000
2,9,50.0,,25.01.2022 13:59,430000
2,4,49.0,84 мкр,25.01.2022 13:49,480000
5,14,223.0,Ориентир Национальный Патентный Центр,25.01.2022 13:48,1538700
4,2,123.0,улица Н. Махсум,25.01.2022 13:45,1202320
2,3,52.0,Опера Центральный,25.01.2022 13:22,475000
2,6,50.0,Сино,25.01.2022 13:20,452000
2,2,48.0,Фирдавси,25.01.2022 13:03,210000
2,3,50.0,Хитой Бозор,25.01.2022 12:53,230000
1,5,52.0,,25.01.2022 12:50,154000
4,3,77.0,103 мкр,25.01.2022 12:46,734000
4,1,84.0,104 мкр,25.01.2022 12:38,540000
3,12,80.0,102 мкр,25.01.2022 12:28,619000
3,9,118.0,Шохмансур,25.01.2022 12:23,1634400
3,8,50,,25.01.2022 12:18,510000
1,2,42.0,65 мкр,25.01.2022 12:17,270000
2,12,80.0,91 мкр,25.01.2022 12:16,735000
3,6,85.0,112 мкр,25.01.2022 12:10,917000
5,4,90.0,Филармония,25.01.2022 12:00,738000
4,18,161.0,Ориентир Душанбе ВодоКанал,25.01.2022 11:56,1110900
2,16,80.0,Борбад,25.01.2022 11:50,415000
3,10,142.0,Ориентир Новый Точиксодиротбанк,25.01.2022 11:47,971630
6,13,150.0,Ориентир Новый Точиксодиротбанк,25.01.2022 11:39,948750
4,4,95.0,Ориентир Напротив Налоговой Шохмансура,25.01.2022 11:38,764750
4,2,90.0,,25.01.2022 11:35,1200000
3,10,100.0,Дом печати,25.01.2022 11:34,899000
2,11,41.0,Зарафшон,25.01.2022 11:30,130000
3,7,95.0,Исмоили Сомони,25.01.2022 11:26,950000
2,18,85.0,Ориентир Напротив Хукумат района Шохмансур,25.01.2022 11:26,586500
1,17,42.0,Сино,25.01.2022 11:20,105000
5,14,146.0,Ориентир Олимпийский Комитет,25.01.2022 11:18,898260
6,4,210.0,Ориентир бывший Голубой Экран,25.01.2022 11:16,1690500
1,2,25.0,Фирдавси,25.01.2022 11:08,250000
2,1,200.0,Сино 2 кучаи Казокон 2,25.01.2022 11:01,260000
3,4,90.0,И.Сомони,25.01.2022 11:00,650000
5,4,166.0,Ориентир Новый Точиксодиротбанк,25.01.2022 11:00,1307740
1,5,42.0,Зарнисор,25.01.2022 11:00,230000
3,2,77.0,Сино,25.01.2022 10:57,680000
3,4,67.0,Аэропорт,25.01.2022 10:41,565000
6,15,166.0,Ориентир Управление Противопожарной Службы,25.01.2022 10:37,1145000
2,4,62.0,,25.01.2022 10:32,380000
5,16,148.0,Ориентир Новый Точиксодиротбанк,25.01.2022 10:30,859510
2,9,48.0,Зарафшон,25.01.2022 10:25,364800
3,16,143.0,92 мкр,25.01.2022 10:22,670000
6,11,178.0,Ориентир Олимпийский Комитет,25.01.2022 10:19,1187260
1,13,60.0,Ориентир Новый Точиксодиротбанк,25.01.2022 10:16,393300
4,1,100.0,И. Сомони,25.01.2022 10:08,920000
6,17,154.0,Ориентир Олимпийский Комитет,25.01.2022 10:03,867790
5,2,122.0,Сино,25.01.2022 09:48,1192550
4,4,90.0,Зарафшон,25.01.2022 09:33,677000
4,1,85.0,,25.01.2022 09:14,529000
1,3,26.0,Фирдавси,25.01.2022 09:11,250000
5,2,100.0,Зарнисор,25.01.2022 08:48,646000
1,5,43.0,н.Шохмансур,25.01.2022 08:22,250000
4,1,65.0,Фирдавси,25.01.2022 08:19,700000
3,1,68.0,Фирдавси,25.01.2022 08:14,600000
1,1,50.0,Аэропорт,25.01.2022 08:02,220000
3,13,90.0,103 мкр,25.01.2022 07:59,870000
1,2,32.0,Cино,25.01.2022 07:49,180000
2,4,50,,25.01.2022 07:22,295000
4,8,100.0,Зарафшон 1,25.01.2022 07:22,630000
3,4,62.0,н.Фирдавси,25.01.2022 06:18,450000
1,9,37.0,ул. Навбахор,25.01.2022 06:15,230000
2,7,50.0,Сино,25.01.2022 03:55,345000
1,10,57.0,Шохмансур,25.01.2022 03:36,357390
1,9,61.0,Фирдавси,25.01.2022 02:02,325000
5,3,50,,25.01.2022 01:29,750000
3,5,144.0,Пушкина,25.01.2022 01:14,1215000
2,7,63.0,Сельхозинститут,25.01.2022 01:14,734500
4,3,75.0,Фирдавси,25.01.2022 01:07,590000
2,1,52.0,Сино,25.01.2022 00:25,355000
3,7,124.0,Шохмансур,25.01.2022 00:12,720000
2,18,65.0,Дом Печать,24.01.2022 23:50,535000
2,9,60.0,И.Сомони,24.01.2022 23:35,400000
2,9,83.0,Фирдавси,24.01.2022 23:34,580000
1,4,30.0,Шохмансур,24.01.2022 23:15,250000
3,8,50,,24.01.2022 23:07,398000
2,5,52.0,Сино 2,24.01.2022 22:52,410000
2,14,58.0,Сино,24.01.2022 22:25,430000
2,0,52.0,Зарафшан 2,24.01.2022 22:20,250000
5,3,77.0,Сино,24.01.2022 22:19,650000
2,13,52.0,Шохмансур,24.01.2022 22:07,600000
2,4,47.0,Аэропорт,24.01.2022 21:28,470000
1,13,44.0,102 мкр,24.01.2022 21:09,135000
2,9,60.0,112мкр,24.01.2022 20:15,478000
4,2,95.0,63 мкр,24.01.2022 20:01,635000
3,4,67.0,Сино,24.01.2022 19:45,520000
2,2,64.0,112 мкр,24.01.2022 19:32,587692
2,4,40.0,Шохмансур,24.01.2022 19:32,165000
1,15,46.0,Исмоили Сомони,24.01.2022 19:17,290000
3,4,54.0,46мкр,24.01.2022 19:15,510000
4,3,80.0,,24.01.2022 19:05,665000
2,12,78.0,Книжный Мир,24.01.2022 19:04,883000
2,6,65.0,,24.01.2022 19:04,482000
3,2,50,,24.01.2022 19:03,1021500
3,3,80.0,,24.01.2022 18:55,670000
3,6,68.0,Зарафшон,24.01.2022 18:46,550000
3,13,92.0,Дом печать,24.01.2022 18:44,910400
2,4,57.0,,24.01.2022 18:43,690000
4,2,70.0,,24.01.2022 18:43,977000
2,7,53.0,Зарнисор,24.01.2022 18:28,195000
3,1,150.0,И.Сомони,24.01.2022 18:15,158900
2,10,60.0,Мардон,24.01.2022 18:12,320000
1,3,30.0,Фирдавси,24.01.2022 17:45,105000
6,15,152.0,Ориентир Гостиница Душанбе,24.01.2022 17:22,908960
2,9,96.0,Ориентир Гостиница Душанбе,24.01.2022 17:16,680480
3,7,70.0,65 мкр,24.01.2022 17:00,520000
2,2,54.0,102 мкр,24.01.2022 16:50,399000
3,7,110.0,Сино,24.01.2022 16:18,690000
2,12,38.0,Сино,24.01.2022 16:03,228000
3,1,59.0,,24.01.2022 15:52,800000
3,14,146.0,Ориентир Олимпийский Комитет,24.01.2022 15:51,898270
3,1,90.0,Мост аэропорта,24.01.2022 15:51,725000
2,6,50,,24.01.2022 15:49,420000
2,7,60.0,Шохмансур,24.01.2022 15:45,317000
2,16,101.0,Исмоили Сомони,24.01.2022 15:08,520000
1,7,42.0,Ориентир Новый Точиксодиротбанк,24.01.2022 15:08,312990
2,16,118.0,Ориентир Новый Точиксодиротбанк,24.01.2022 14:54,702930
2,12,52.0,Шохмансур,24.01.2022 14:46,290000
6,15,227.0,Ориентир Перекрёсток Ослиные Уши,24.01.2022 14:43,1566300
2,11,98.0,Ориентир Олимпийский Комитет,24.01.2022 14:42,664930
3,13,122.0,Ориентир Раёсати Корхои Дохилии Шахр,24.01.2022 14:36,785680
6,15,218.0,Ориентир Хадамоти давлатии оташнишонии,24.01.2022 14:28,1504200
1,4,26.0,,24.01.2022 13:46,240000
3,1,53.0,,24.01.2022 13:43,400000
1,6,32.0,Сино,24.01.2022 13:37,145000
3,5,79.0,Сино,24.01.2022 12:54,540000
1,9,48.0,Гипрозем,24.01.2022 12:40,218880
1,8,41.0,Гипрозем,24.01.2022 12:39,186960
4,3,65.0,Шохмансур,24.01.2022 12:33,570000
1,3,50,,24.01.2022 12:23,212000
3,3,63.0,104мкр,24.01.2022 12:08,590000
2,19,79.0,Стадион Спартак,24.01.2022 11:49,405000
2,4,51.0,,24.01.2022 11:43,350000
2,1,38.0,Шохмансур,24.01.2022 11:43,330000
1,19,67.0,Стадион Спартак,24.01.2022 11:39,343000
1,17,47.0,Ориентир Олимпийский Комитет,24.01.2022 11:26,279980
3,5,50,,24.01.2022 11:19,820000
6,16,168.0,Ориентир Новый Точиксодиротбанк,24.01.2022 11:11,1159200
4,6,108.0,Ориентир Гостиница Душанбе,24.01.2022 11:07,813560
1,8,58.0,Фирдавси,24.01.2022 11:01,300000
6,10,162.0,Ориентир Новый Точиксодиротбанк,24.01.2022 10:55,1108480
4,2,80.0,Гипрозем,24.01.2022 10:52,560000
2,3,57.0,Зарафшон,24.01.2022 10:50,465000
4,6,138.0,ориентир Гостиница Душанбе,24.01.2022 10:42,1039550
1,10,68.0,Ориентир Клиника Мадад,24.01.2022 10:38,461380
2,17,86.0,Ориентир Клиника Мадад,24.01.2022 10:27,593400
1,4,43.0,,24.01.2022 10:26,320000
1,10,66.0,ориентир Новый Точиксодиротбанк,24.01.2022 10:17,462230
1,3,40.0,Ориентир Гостиница Душанбе,24.01.2022 10:15,322000
2,14,73.0,Шохмансур,24.01.2022 10:13,399000
3,13,133.0,Центр,24.01.2022 10:10,1280000
3,1,124.0,,24.01.2022 09:59,782000
2,4,50,,24.01.2022 09:45,350000
1,4,30.0,32 мкр,24.01.2022 09:37,255000
2,3,42.0,Фирдавси,24.01.2022 08:35,295000
3,10,65.0,Ашан,24.01.2022 08:13,735000
4,6,100.0,Сино,24.01.2022 07:50,580000
3,5,50,,24.01.2022 06:56,650000
1,1,50,,24.01.2022 06:17,375000
2,4,46.0,Шохмансур,24.01.2022 05:19,335000
2,4,60.0,Сино,24.01.2022 01:44,599000
2,1,54.0,и.Сомони,23.01.2022 23:08,382000
2,4,55.0,9км,23.01.2022 23:03,395000
2,1,48.0,Филармония,23.01.2022 22:48,400000
3,8,50,,23.01.2022 22:40,750000
1,2,51.0,Фирдавси,23.01.2022 22:14,225000
2,8,54.0,46мкр,23.01.2022 21:45,650000
2,5,94.0,ул.Зарафшон,23.01.2022 21:41,700000
2,2,44.0,И. Сомони,23.01.2022 21:29,360000
2,4,55.0,92 мкр,23.01.2022 21:25,490000
2,3,52.0,Фирдавси,23.01.2022 21:25,300000
2,4,63.0,Гипрозем,23.01.2022 21:15,388000
3,6,104.0,112мкр,23.01.2022 21:02,730000
2,2,38.0,Шохмансур,23.01.2022 20:59,343000
3,2,65.0,101-мкр,23.01.2022 20:59,547200
3,9,57.0,Сино,23.01.2022 20:25,520000
2,3,44.0,Глазная Больница,23.01.2022 20:18,396000
2,4,58.0,33 мкр,23.01.2022 20:14,340000
2,4,38.0,ул. Маяковского,23.01.2022 20:06,310000
2,1,37.0,Маяковский,23.01.2022 20:04,285000
1,10,57.0,Сино,23.01.2022 20:03,251000
2,2,51.0,Фирдавси,23.01.2022 19:58,215000
2,1,39.0,Старый Аэропорт,23.01.2022 19:49,350000
3,4,96.0,Рудаки,23.01.2022 19:41,395500
2,9,60.0,Фирдавси,23.01.2022 19:38,260000
1,9,67.0,92 мкр,23.01.2022 19:36,300000
1,6,36.0,Сино,23.01.2022 19:32,300000
1,5,42.0,фирдавси,23.01.2022 19:12,190000
3,7,97.0,,23.01.2022 19:05,420000
2,10,50,,23.01.2022 19:03,250000
2,4,54.0,Сино,23.01.2022 18:40,387000
2,20,64.0,Сино,23.01.2022 18:25,200000
3,6,58.0,Фирдавси,23.01.2022 18:13,700000
2,8,57.0,,23.01.2022 17:57,440000
2,4,47.0,91 мкр,23.01.2022 17:35,420000
5,3,102.0,Филармония,23.01.2022 17:25,890000
1,3,33.0,46 мкр,23.01.2022 17:14,230000
2,2,48.0,Фирдавси,23.01.2022 17:14,265000
4,4,66.0,84 мкр,23.01.2022 17:06,525000
4,4,80.0,105мкр,23.01.2022 17:00,527800
3,4,80.0,Якум советский,23.01.2022 16:57,750000
4,3,100.0,Сино,23.01.2022 16:57,889200
3,1,77.0,91мкр,23.01.2022 16:35,565000
2,2,50.0,Гулбутта 2,23.01.2022 16:32,285000
3,10,153.0,82 мкр,23.01.2022 16:29,910000
2,14,72.0,Филармония,23.01.2022 16:27,380000
3,7,85.0,101мкр,23.01.2022 16:03,695000
3,3,70.0,Политехникум,23.01.2022 16:03,390000
2,5,54.0,Шохмансур,23.01.2022 15:51,351000
1,16,53.0,Зарафшон,23.01.2022 15:48,160000
2,12,61.0,И. Сомони,23.01.2022 15:38,420000
3,4,47.0,Шохмансур,23.01.2022 15:31,330000
2,9,72.0,Бозори Корвон,23.01.2022 15:07,290000
4,3,58.0,И. Сомони,23.01.2022 15:03,650000
1,17,54.0,Зарафшон 2,23.01.2022 14:49,150000
3,11,109.0,82мкр,23.01.2022 14:18,550000
3,3,110.0,Исмоили Сомони,23.01.2022 13:47,1250000
2,5,80.0,,23.01.2022 13:02,460000
2,4,63.0,И.Сомони,23.01.2022 12:45,640000
2,3,42.0,Фирдавси,23.01.2022 12:35,295000
3,7,103.0,Фирдавси,23.01.2022 12:33,450000
2,2,50,,23.01.2022 12:25,160000
3,13,50,,23.01.2022 12:22,950000
4,1,75.0,Поселок Шарора,23.01.2022 11:43,240000
4,1,83.0,92 мкр,23.01.2022 11:30,786600
1,4,26.0,Шохмансур,23.01.2022 11:20,240000
3,4,66.0,,23.01.2022 11:07,490000
1,3,38.0,,23.01.2022 10:54,305000
1,1,43.0,Фирдавси,23.01.2022 10:53,260000
3,1,53.0,Гипрозем,23.01.2022 10:36,450000
2,4,52.0,Нефтяник,23.01.2022 10:27,145000
1,1,27.0,Сино,23.01.2022 10:27,151000
1,5,40.0,Корвон,23.01.2022 10:18,165000
4,5,110.0,103 мкр,23.01.2022 10:10,638000
5,4,116.0,Фирдавси 64 мкр,23.01.2022 09:50,870000
1,5,36.0,Шоҳмансур,23.01.2022 09:34,270000
2,15,60.0,91 мкр,23.01.2022 09:32,429000
2,12,60.0,Зарафшон,23.01.2022 09:26,380000
2,4,100.0,Шохмансур,23.01.2022 09:21,780000
2,7,50.0,Центр Повороти Аэропорт,23.01.2022 08:37,399995
2,5,50,,23.01.2022 08:12,350000
2,2,56.0,92мкр,23.01.2022 07:57,431500
3,4,65.0,33мкр-н,23.01.2022 07:57,524400
3,8,106.0,Сино,23.01.2022 07:43,1140000
2,5,105.0,Поворот аэропорта,23.01.2022 07:38,1000000
2,5,50,,23.01.2022 07:36,1000000
3,2,50.0,И. Сомони,23.01.2022 00:24,310000
3,1,25.0,Гулбута,22.01.2022 23:43,380000
4,2,100.0,Сино,22.01.2022 23:29,650000
3,8,80.0,Молодежный театр,22.01.2022 23:10,570000
2,12,81.0,Центр,22.01.2022 23:02,900000
2,1,45.0,Испечак 1,22.01.2022 22:36,433000
4,2,73.0,Испечак 2,22.01.2022 21:56,625000
2,2,50.0,Фирдавси,22.01.2022 21:21,450000
2,5,69.0,Сино,22.01.2022 21:13,385000
2,6,82.0,Шохмансур,22.01.2022 21:00,645000
1,11,50.0,Хитойбозор,22.01.2022 20:51,220000
2,9,93.0,Шохмансур,22.01.2022 20:50,960000
3,8,64.0,Сино-1,22.01.2022 20:30,620000
1,16,44.0,Зарафшон,22.01.2022 20:29,120000
1,2,37.0,Политехникум,22.01.2022 19:25,245000
3,1,70.0,112,22.01.2022 18:53,500000
3,10,105.0,И.Сомони,22.01.2022 18:51,1072550
3,9,96.0,Автовокзал,22.01.2022 18:33,750000
2,5,64.0,102 мкр,22.01.2022 18:01,250000
3,4,70.0,Штаб аэропорта,22.01.2022 17:32,470000
1,4,60.0,,22.01.2022 17:26,410000
4,15,92.0,,22.01.2022 17:23,460000
3,6,138.0,Ориентир Гостиница Душанбе,22.01.2022 17:12,1039490
5,17,208.0,Ориентир здания УБОП,22.01.2022 16:55,1435200
2,3,42.0,Исмоили Сомони,22.01.2022 16:53,290000
1,5,50.0,84 мкр,22.01.2022 16:40,455000
3,2,78.0,92,22.01.2022 16:38,751080
2,6,63.0,Воданасос,22.01.2022 16:36,580000
2,10,90.0,Шохмансур,22.01.2022 16:35,529000
6,7,239.0,Ориентир напротив Хукумат района Шохмансур,22.01.2022 16:33,1759040
2,3,74.0,Шохмансур ( пушти бозорчаи 9км ),22.01.2022 16:17,480000
3,14,112.0,Н.Сино,22.01.2022 16:15,720000
4,1,65.0,,22.01.2022 16:10,600000
3,8,140.0,Ориентир Олимпийский Комитет,22.01.2022 16:05,1038450
2,10,58.0,Поворот Аэропорт,22.01.2022 16:03,283257
3,4,60.0,Сино,22.01.2022 16:03,570000
3,14,112.0,Зарафшон,22.01.2022 16:02,750000
1,6,41.0,Зарафшон,22.01.2022 16:01,220000
1,10,53.0,,22.01.2022 15:57,350000
3,9,75.0,Сино,22.01.2022 15:48,578000
2,4,48.0,84 мкр,22.01.2022 15:44,425000
4,7,104.0,Ориентир Новый Точиксодиротбанк,22.01.2022 15:29,765440
2,2,78.0,ЗАРАФШОН-ЁВАР,22.01.2022 15:14,510000
4,3,134.0,103 мкр,22.01.2022 15:12,2000000
2,8,67.0,82 мкр,22.01.2022 15:04,595000
4,8,70.0,Сино,22.01.2022 15:03,701840
4,4,106.0,Ориентир Новый Точиксодиротбанк,22.01.2022 14:55,835070
1,3,30.0,Фирдавси,22.01.2022 14:46,230000
6,9,176.0,Ориентир Гостиница Душанбе,22.01.2022 14:38,1214400
2,8,110.0,Ориентир Олимпийский Комитет,22.01.2022 14:30,796950
2,4,78.0,92,22.01.2022 14:30,761000
1,3,30.0,Мясокомбинат,22.01.2022 14:28,240000
6,17,223.0,Ориентир Сбоку от здания УБОП,22.01.2022 14:02,1538700
3,2,50,,22.01.2022 14:02,670000
2,4,62.0,65 мкр,22.01.2022 13:56,460000
1,10,59.0,Ориентир Клиника Мадад,22.01.2022 13:56,400310
2,8,75.0,Колхоз россия,22.01.2022 13:52,570000
5,5,122.0,Ориентир Олимпийский Комитет,22.01.2022 13:50,940010
2,3,54.0,Сино,22.01.2022 13:46,513000
6,17,214.0,Ориентир Раёсати Корхои Дохилии Шахр,22.01.2022 13:42,1476600
6,12,164.0,Ориентир Гостиница Душанбе,22.01.2022 13:39,1065670
2,3,48.0,фирдавси,22.01.2022 13:31,245000
1,5,56.0,Ориентир Олимпийский Комитет,22.01.2022 13:31,434060
6,17,134.0,Ориентир Олимпийский Комитет,22.01.2022 13:23,755090
1,4,54.0,И.Сомонӣ,22.01.2022 12:58,470000
2,17,74.0,Ориентир Олимпийский Комитет,22.01.2022 12:56,416990
3,5,98.0,Сино,22.01.2022 12:47,678000
2,16,88.0,Ориентир Новый Точиксодиротбанк,22.01.2022 12:27,524210
4,7,50,,22.01.2022 12:26,889000
2,13,65.0,91мкр,22.01.2022 12:24,300000
2,1,49.0,Фирдавси,22.01.2022 12:04,400000
2,15,65.0,Цирк,22.01.2022 11:59,340000
2,13,70.0,Ориентир Новый Точиксодиротбанк,22.01.2022 11:59,450800
5,12,144.0,Ориентир Гостиница Душанбе,22.01.2022 11:51,935706
1,1,52.0,33мкр,22.01.2022 11:48,380000
4,5,102.0,Ориентир Олимпийский Комитет,22.01.2022 11:43,785910
2,14,72.0,Исмоили Сомони,22.01.2022 11:40,550000
2,12,76.0,Садбарг,22.01.2022 11:22,866000
1,5,65.0,Ашан,22.01.2022 11:21,699000
6,18,160.0,Площадь Победы,22.01.2022 11:13,1104000
2,2,50,,22.01.2022 11:12,385000
6,5,172.0,Ориентир Олимпийский Комитет,22.01.2022 11:08,1186800
3,3,120.0,Ориентир Гостиница Душанбе,22.01.2022 11:06,966000
4,16,155.0,Ориентир Напротив Детского Центра Мадагаскар,22.01.2022 11:04,1069500
1,10,41.0,Сино,22.01.2022 11:04,191634
2,6,61.0,83 мкр,22.01.2022 11:00,465000
3,14,149.0,проспект Айни,22.01.2022 10:46,1028100
2,1,37.0,фирдавси,22.01.2022 10:43,372000
4,2,74.0,,22.01.2022 10:38,743000
3,2,57.0,,22.01.2022 10:26,531000
2,6,68.0,Гипрозем,22.01.2022 10:24,440000
4,4,102.0,Хитойбозор,22.01.2022 10:11,400000
1,7,43.0,Сирк,22.01.2022 10:02,350000
2,5,67.0,Шохмансур,22.01.2022 09:44,475000
3,11,72.0,Исмоил Сомони,22.01.2022 09:37,600000
1,6,32.0,Сино,22.01.2022 09:34,145000
4,1,90.0,Pудаки,22.01.2022 09:16,300000
3,12,120.0,Центр,22.01.2022 09:04,855000
2,9,56.0,Дом печать,22.01.2022 09:01,736000
3,1,70.0,33 мкр,22.01.2022 08:34,450000
1,4,66.0,Поворот Аэропорта,22.01.2022 08:15,449000
3,13,90.0,Поворот Аэропорт,22.01.2022 08:12,1000000
2,6,84.0,Зарафшон,22.01.2022 07:00,450000
2,7,50,,22.01.2022 06:40,379900
3,16,100.0,Шохмансур,22.01.2022 05:36,540000
2,10,60.0,Центр,22.01.2022 05:28,470000
2,0,65.0,Шохмансур,22.01.2022 03:05,250000
2,13,65.0,Зарафшон,22.01.2022 01:20,440000
2,7,80.0,Караболо,22.01.2022 00:10,850000
2,0,50,,22.01.2022 00:00,350000
1,5,40.0,Сино,21.01.2022 23:49,218000
3,3,108.0,Мехргон,21.01.2022 23:27,8814000
2,4,123.0,Дом печати,21.01.2022 23:24,971208
2,9,90.0,,21.01.2022 23:24,659880
2,18,68.0,Ватан,21.01.2022 23:23,750000
3,13,50,,21.01.2022 23:22,954600
3,5,130.0,Mехргон,21.01.2022 23:21,8814000
3,4,100.0,,21.01.2022 23:21,1465100
2,6,68.0,Зеленый,21.01.2022 23:21,619850
3,6,140.0,бухоро палас,21.01.2022 23:20,1521470
2,7,92.0,Славянскогоинститута,21.01.2022 23:20,587710
3,10,50,,21.01.2022 23:18,492480
3,5,147.0,Айни,21.01.2022 23:17,2260000
2,11,112.0,Скорая помощь,21.01.2022 23:17,1582000
1,6,60.0,Испечак 1,21.01.2022 23:16,362520
4,3,94.0,Шохмансур 2,21.01.2022 23:03,460000
3,4,107.0,Шохмансур ЖД Вокзал,21.01.2022 22:55,672000
2,2,55.0,Сино,21.01.2022 22:52,425000
2,6,63.0,Балх,21.01.2022 22:04,230000
4,6,100.0,Сино,21.01.2022 21:59,830000
4,4,100.0,Cино 91мкр,21.01.2022 21:40,876260
2,12,57.0,И.Сомони,21.01.2022 21:13,290000
2,2,62.0,,21.01.2022 20:55,442000
2,5,50.0,Глазной больница,21.01.2022 20:40,451920
2,6,53.0,Зарафшон,21.01.2022 20:32,185000
3,2,107.0,Фирдавси,21.01.2022 19:38,295000
1,12,35.0,,21.01.2022 19:09,145000
3,3,114.0,Н. Исмоили Сомонӣ,21.01.2022 19:06,670000
4,2,100.0,,21.01.2022 19:05,270000
2,9,50.0,Рудаки,21.01.2022 18:51,570000
1,1,49.0,Поликлиника 14,21.01.2022 18:10,350000
1,4,51.0,46 мкр,21.01.2022 18:10,350000
2,11,68.0,Ориентир Олимпийский Комитет,21.01.2022 17:57,461380
1,17,41.0,Зарафшон,21.01.2022 17:56,130000
2,11,79.0,Ориентир Опера,21.01.2022 17:16,490000
2,12,50,,21.01.2022 17:09,837500
2,15,83.0,Ориентир Управление Противопожарной Службы,21.01.2022 16:44,572700
4,7,124.0,Ориентир Новый Точиксодиротбанк,21.01.2022 16:38,912640
2,8,77.0,Мехргон,21.01.2022 16:36,339000
4,2,70.0,102 мкр,21.01.2022 16:35,650000
2,3,71.0,И. Сомони,21.01.2022 16:07,830000
1,3,29.0,Фирдавси,21.01.2022 15:57,280000
3,6,75.0,Фирдавси,21.01.2022 15:56,560000
1,3,55.0,Ориентир Гостиница Душанбе,21.01.2022 15:55,442750
2,13,97.0,Ориентир Душанбе ВодоКанал,21.01.2022 15:54,624680
6,4,185.0,Ориентир Олимпийский Комитет,21.01.2022 15:49,1489250
2,5,114.0,Хитой бозор,21.01.2022 15:48,490000
2,9,71.0,Хитой Бозор,21.01.2022 15:45,350000
2,5,77.0,102мкр,21.01.2022 15:40,441180
3,7,80.0,61 мкр,21.01.2022 15:39,540000
2,6,102.0,Хитойбозор,21.01.2022 15:38,450000
2,12,76.0,Филармония,21.01.2022 15:33,343000
2,7,65.0,Товус,21.01.2022 15:33,272000
2,4,37.0,Шоҳмансур,21.01.2022 15:06,398000
